DIP-250N|refseq:NP_499284|uniprotkb:P41958,DIP-1016N|refseq:NP_498007|uniprotkb:P30429,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Mitochondrion'],['Mitochondrion']
DIP-25512N|refseq:NP_741745|uniprotkb:Q20888,DIP-26647N|refseq:NP_001020972|uniprotkb:O01839,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41951E,dip-quality-status:,dip:0005(high throughput),,['Golgi apparatus']
DIP-26998N|refseq:NP_501092|uniprotkb:Q21444,DIP-25512N|refseq:NP_741745|uniprotkb:Q20888,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41952E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Golgi apparatus']",
DIP-25512N|refseq:NP_741745|uniprotkb:Q20888,DIP-24424N|refseq:NP_741591|uniprotkb:Q20103,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41953E,dip-quality-status:,dip:0005(high throughput),,
DIP-25512N|refseq:NP_741745|uniprotkb:Q20888,DIP-25007N|refseq:NP_493435|uniprotkb:Q9NEN6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41954E,dip-quality-status:,dip:0005(high throughput),,
DIP-25062N|refseq:NP_497910|uniprotkb:P48154,DIP-26873N|refseq:NP_499291|uniprotkb:Q18516,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41955E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24318N|refseq:NP_508880|uniprotkb:Q22123,DIP-27094N|refseq:NP_491893|uniprotkb:O44739,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41959E,dip-quality-status:,dip:0005(high throughput),,
DIP-27094N|refseq:NP_491893|uniprotkb:O44739,DIP-27122N|refseq:NP_507796|uniprotkb:Q9XWX7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41960E,dip-quality-status:,dip:0005(high throughput),,
DIP-26140N|refseq:NP_500248|uniprotkb:Q9N2W5,DIP-27094N|refseq:NP_491893|uniprotkb:O44739,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41961E,dip-quality-status:,dip:0005(high throughput),,
DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,DIP-27215N|refseq:NP_491894|uniprotkb:O44740,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41962E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25343N|refseq:NP_492257|uniprotkb:P34808,DIP-27215N|refseq:NP_491894|uniprotkb:O44740,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41963E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-27215N|refseq:NP_491894|uniprotkb:O44740,DIP-24916N|refseq:NP_492442|uniprotkb:Q94363,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41964E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24710N|uniprotkb:O02053,DIP-27215N|refseq:NP_491894|uniprotkb:O44740,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41965E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27455N|refseq:NP_506014|uniprotkb:Q20953,DIP-27056N|uniprotkb:O45313,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41966E,dip-quality-status:,dip:0005(high throughput),,
DIP-24898N|refseq:NP_506945|uniprotkb:O45831,DIP-27455N|refseq:NP_506014|uniprotkb:Q20953,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41967E,dip-quality-status:,dip:0005(high throughput),,
DIP-25602N|refseq:NP_498393|uniprotkb:P51404,DIP-26367N|refseq:NP_499131|uniprotkb:P34475,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41968E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26367N|refseq:NP_499131|uniprotkb:P34475,DIP-27189N|refseq:NP_497806|uniprotkb:P52275,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41969E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-25409N|refseq:NP_498626|uniprotkb:Q19207,DIP-26367N|refseq:NP_499131|uniprotkb:P34475,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41974E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24414N|refseq:NP_491889|uniprotkb:P52872,DIP-26367N|refseq:NP_499131|uniprotkb:P34475,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41976E,dip-quality-status:,dip:0005(high throughput),['Endoplasmic reticulum'],['Cytoplasm']
DIP-26367N|refseq:NP_499131|uniprotkb:P34475,DIP-26315N|refseq:NP_491890|uniprotkb:O44736,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41977E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26564N|refseq:NP_502197|uniprotkb:Q20965,DIP-26472N|refseq:NP_501545|uniprotkb:Q18241,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41979E,dip-quality-status:,dip:0005(high throughput),,
DIP-26614N|refseq:NP_501167|uniprotkb:P48156,DIP-26649N|refseq:NP_500069|uniprotkb:O44175,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41980E,dip-quality-status:,dip:0005(high throughput),,
DIP-27405N|refseq:NP_497702|uniprotkb:P52874,DIP-26907N|uniprotkb:Q03563,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41990E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-24619N|refseq:NP_498806|uniprotkb:P34286,DIP-27405N|refseq:NP_497702|uniprotkb:P52874,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41991E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-24452N|refseq:NP_491613|uniprotkb:P91353,DIP-25153N|refseq:NP_509592|uniprotkb:Q23661,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41993E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-25767N|refseq:NP_492458|uniprotkb:O17836,DIP-24730N|refseq:NP_498990|uniprotkb:P34480,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41999E,dip-quality-status:,dip:0005(high throughput),,
DIP-24643N|refseq:NP_510454|uniprotkb:Q93703,DIP-25077N|refseq:NP_001021433|uniprotkb:O62195,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41512E,dip-quality-status:,dip:0005(high throughput),,
DIP-27479N|refseq:NP_502517|uniprotkb:Q18547,DIP-24293N|refseq:NP_498521|uniprotkb:P53016,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41529E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-24995N|refseq:NP_497937|uniprotkb:Q20052,DIP-26352N|uniprotkb:P91051,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41588E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25551N|refseq:NP_492345|uniprotkb:O62238,DIP-25194N|refseq:NP_496040|uniprotkb:Q09201,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41667E,dip-quality-status:,dip:0005(high throughput),,['Mitochondrion']
DIP-26628N|refseq:NP_497253|uniprotkb:O02592,DIP-25291N|refseq:NP_509232|uniprotkb:Q22333,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41714E,dip-quality-status:,dip:0005(high throughput),,
DIP-26227N|uniprotkb:P39745,DIP-26331N|refseq:NP_492238|uniprotkb:O02289,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41745E,dip-quality-status:,dip:0005(high throughput),,
DIP-26081N|refseq:NP_496872|uniprotkb:O17628,DIP-26766N|refseq:NP_507060|uniprotkb:O45521,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41823E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-27469N|refseq:NP_505165|uniprotkb:Q20660,DIP-27469N|refseq:NP_505165|uniprotkb:Q20660,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41902E,dip-quality-status:,dip:0005(high throughput),,
DIP-27001N|refseq:NP_498750|uniprotkb:Q8ST15,DIP-26649N|refseq:NP_500069|uniprotkb:O44175,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41981E,dip-quality-status:,dip:0005(high throughput),,
DIP-25906N|refseq:NP_494272|uniprotkb:O17100,DIP-24613N|refseq:NP_501015|uniprotkb:Q94207,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-41708E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput),,
DIP-26310N|refseq:NP_495921|uniprotkb:Q20414,DIP-24275N|refseq:NP_492677|uniprotkb:Q9XVS2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-41829E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput),,
DIP-26203N|refseq:NP_510202|uniprotkb:Q21374,DIP-24293N|refseq:NP_498521|uniprotkb:P53016,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41530E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-24554N|refseq:NP_499257|uniprotkb:Q22613,DIP-26417N|refseq:NP_501227|uniprotkb:Q19969,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41549E,dip-quality-status:,dip:0005(high throughput),,"['Cytoplasm', 'Nucleus']"
DIP-24995N|refseq:NP_497937|uniprotkb:Q20052,DIP-25478N|refseq:NP_502315|uniprotkb:Q20062,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41595E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25178N|refseq:NP_496987|uniprotkb:O62332,DIP-27011N|refseq:NP_496057|uniprotkb:Q20084,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41618E,dip-quality-status:,dip:0005(high throughput),,
DIP-27474N|refseq:NP_508006|uniprotkb:Q17381,DIP-24912N|refseq:NP_497783|uniprotkb:P50880,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41637E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],['Cytoplasm']
DIP-27266N|refseq:NP_496743|uniprotkb:O45444,DIP-24287N|refseq:NP_741822|uniprotkb:Q8MXV8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41683E,dip-quality-status:,dip:0005(high throughput),,
DIP-25557N|uniprotkb:P34420,DIP-24700N|uniprotkb:O02174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41725E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25663N|refseq:NP_490860|uniprotkb:Q9Y048,DIP-25290N|refseq:NP_501086|uniprotkb:Q17746,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41859E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-27481N|refseq:NP_510319|uniprotkb:Q21126,DIP-27144N|refseq:NP_499734|uniprotkb:O45577,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41947E,dip-quality-status:,dip:0005(high throughput),,
DIP-26070N|refseq:NP_741149|uniprotkb:Q10580,DIP-27405N|refseq:NP_497702|uniprotkb:P52874,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41989E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-24293N|refseq:NP_498521|uniprotkb:P53016,DIP-27078N|refseq:NP_502796|uniprotkb:O18246,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41531E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-27011N|refseq:NP_496057|uniprotkb:Q20084,DIP-25848N|refseq:NP_497841|uniprotkb:Q22030,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41619E,dip-quality-status:,dip:0005(high throughput),,
DIP-27077N|uniprotkb:Q9N4Q7,DIP-25523N|refseq:NP_509682|uniprotkb:Q20347,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41706E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],['Cytoplasm']
DIP-26218N|refseq:NP_501354|uniprotkb:Q9N3Y1,DIP-25083N|refseq:NP_492334|uniprotkb:Q93716,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41771E,dip-quality-status:,dip:0005(high throughput),,
DIP-25663N|refseq:NP_490860|uniprotkb:Q9Y048,DIP-26962N|refseq:NP_496919|uniprotkb:Q9XUK2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41882E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26367N|refseq:NP_499131|uniprotkb:P34475,DIP-25775N|refseq:NP_495404|uniprotkb:Q18594,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41971E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24341N|refseq:NP_493569|uniprotkb:O45503,DIP-27342N|refseq:NP_494893|uniprotkb:Q21746,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41660E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-25405N|refseq:NP_493222|uniprotkb:O18051,DIP-26766N|refseq:NP_507060|uniprotkb:O45521,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41811E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-25631N|refseq:NP_508208|uniprotkb:Q9GYH7,DIP-26964N|refseq:NP_494741|uniprotkb:Q19932,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41520E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25869N|refseq:NP_504197|uniprotkb:O16299,DIP-25869N|refseq:NP_504197|uniprotkb:O16299,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41533E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],['Nucleus']
DIP-24791N|refseq:NP_499195|uniprotkb:Q9U3F9,DIP-25500N|refseq:NP_492414|uniprotkb:P91870,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41558E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24995N|refseq:NP_497937|uniprotkb:Q20052,DIP-25687N|refseq:NP_497128|uniprotkb:O76670,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41601E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25829N|refseq:NP_741597|uniprotkb:Q8MQ56,DIP-26032N|refseq:NP_493988|uniprotkb:Q9N3J8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41679E,dip-quality-status:,dip:0005(high throughput),,
DIP-24817N|refseq:NP_001041163|uniprotkb:Q9XUQ4,DIP-26628N|refseq:NP_497253|uniprotkb:O02592,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41715E,dip-quality-status:,dip:0005(high throughput),,
DIP-25975N|refseq:NP_492338|uniprotkb:Q93721,DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41758E,dip-quality-status:,dip:0005(high throughput),,
DIP-26766N|refseq:NP_507060|uniprotkb:O45521,DIP-24561N|refseq:NP_506192|uniprotkb:Q19554,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41796E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25756N|refseq:NP_493370|uniprotkb:Q9U284,DIP-26194N|refseq:NP_495877|uniprotkb:P90814,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41837E,dip-quality-status:,dip:0005(high throughput),,
DIP-25663N|refseq:NP_490860|uniprotkb:Q9Y048,DIP-26684N|refseq:NP_501805|uniprotkb:Q20398,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41869E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25663N|refseq:NP_490860|uniprotkb:Q9Y048,DIP-27220N|uniprotkb:Q9U289,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41884E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24700N|uniprotkb:O02174,DIP-27144N|refseq:NP_499734|uniprotkb:O45577,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41948E,dip-quality-status:,dip:0005(high throughput),,
DIP-26367N|refseq:NP_499131|uniprotkb:P34475,DIP-27427N|refseq:NP_498785|uniprotkb:P34369,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41973E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Nucleus']
DIP-25269N|refseq:NP_499758|uniprotkb:Q9XVJ2,DIP-24730N|refseq:NP_498990|uniprotkb:P34480,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42000E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26579N|refseq:NP_501551|uniprotkb:Q18937,DIP-27474N|refseq:NP_508006|uniprotkb:Q17381,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41636E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-26987N|refseq:NP_509385|uniprotkb:Q22923,DIP-25551N|refseq:NP_492345|uniprotkb:O62238,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41668E,dip-quality-status:,dip:0005(high throughput),,
DIP-26227N|uniprotkb:P39745,DIP-25421N|refseq:NP_001021628|uniprotkb:P91820,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41746E,dip-quality-status:,dip:0005(high throughput),,
DIP-25720N|refseq:NP_497569|uniprotkb:Q9BL08,DIP-26766N|refseq:NP_507060|uniprotkb:O45521,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41824E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-27469N|refseq:NP_505165|uniprotkb:Q20660,DIP-25384N|refseq:NP_503729|uniprotkb:O61899,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41903E,dip-quality-status:,dip:0005(high throughput),,
DIP-24882N|refseq:NP_498661|uniprotkb:Q95Y89,DIP-26649N|refseq:NP_500069|uniprotkb:O44175,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41982E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-26150N|refseq:NP_498086|uniprotkb:Q20778,DIP-24581N|refseq:NP_497540|uniprotkb:O61208,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42030E,dip-quality-status:,dip:0005(high throughput),,
DIP-25217N|refseq:NP_499369|uniprotkb:O17915,DIP-26076N|refseq:NP_502186|uniprotkb:Q20206,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42107E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25837N|refseq:NP_505119|uniprotkb:Q21271,DIP-25200N|refseq:NP_740805|uniprotkb:Q95XR5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42147E,dip-quality-status:,dip:0005(high throughput),,
DIP-26211N|refseq:NP_494706|uniprotkb:Q965J0,DIP-27074N|refseq:NP_491331|uniprotkb:O02103,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42150E,dip-quality-status:,dip:0005(high throughput),,
DIP-24806N|refseq:NP_502726|uniprotkb:O62132,DIP-25057N|refseq:NP_499845|uniprotkb:Q9XUS9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42181E,dip-quality-status:,dip:0005(high throughput),,
DIP-24775N|refseq:NP_499703|uniprotkb:O17805,DIP-24442N|refseq:NP_502593|uniprotkb:Q9XU77,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42222E,dip-quality-status:,dip:0005(high throughput),,
DIP-24817N|refseq:NP_001041163|uniprotkb:Q9XUQ4,DIP-27119N|refseq:NP_497311|uniprotkb:O44872,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42401E,dip-quality-status:,dip:0005(high throughput),,
DIP-26149N|refseq:NP_498338|uniprotkb:Q20310,DIP-25819N|refseq:NP_498984|uniprotkb:P30642,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42444E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
